Date,PEP,KO
2022-10-27,5.1206728436409765,4.025822831082596
2022-10-28,5.139227126274511,4.0462741058892675
2022-10-31,5.135654096440643,4.0311838756141185
2022-11-01,5.131127871771845,4.027669020784092
2022-11-02,5.117088565750194,4.013654439243857
2022-11-03,5.114504525001678,4.013144224159659
2022-11-04,5.1201138144831155,4.021277069684191
2022-11-07,5.128080544845157,4.025150717739044
2022-11-08,5.1308513484635245,4.026998147560492
2022-11-09,5.11882639459283,4.012974025631769
2022-11-10,5.136314589436506,4.048247349688186
2022-11-11,5.116022207110747,4.055448630509442
2022-11-14,5.108580659524755,4.045780336119271
2022-11-15,5.111180217265115,4.044132517832661
2022-11-16,5.117593623146292,4.042316501424898
2022-11-17,5.127081173136235,4.045450976261948
2022-11-18,5.134276247109983,4.052508748508661
2022-11-21,5.153340103922243,4.06776639292491
2022-11-22,5.15344831555838,4.072106239398025
2022-11-23,5.1547459426536895,4.076586874014596
2022-11-25,5.149491028887876,4.0775444267170124
2022-11-28,5.148295419826506,4.0777039189540645
2022-11-29,5.141200956515625,4.074189005527202
2022-11-30,5.157066347603635,4.099180440619518
2022-12-01,5.165384898187699,4.102006076041512
2022-12-02,5.164254652551774,4.110746657816724
2022-12-05,5.150317710692702,4.096977113405328
2022-12-06,5.1421477050630235,4.096504271623487
2022-12-07,5.145171291087993,4.098079288831732
2022-12-08,5.15391551075453,4.102319599311954
2022-12-09,5.150208628898986,4.091764089770674
2022-12-12,5.154948665945018,4.104823938486149
2022-12-13,5.154405130491228,4.10513657967261
2022-12-14,5.1516275319120535,4.10513657967261
2022-12-15,5.1345209095027196,4.091288967348538
2022-12-16,5.135020025682122,4.085568216965883
2022-12-19,5.140549580055776,4.087001459628974
2022-12-20,5.1399429201555495,4.086205552785326
2022-12-21,5.146926280383412,4.102162849963838
2022-12-22,5.139170144772507,4.09492670628096
2022-12-23,5.1456103716857164,4.10247626103018
2022-12-27,5.150044762675041,4.108568632884249
2022-12-28,5.142808291782362,4.098551323330044
2022-12-29,5.144072878915202,4.104511199524607
2022-12-30,5.136792725870557,4.099180440619518
2023-01-03,5.129849867547321,4.088750394298983
2023-01-04,5.127394404388918,4.088273709570151
2023-01-05,5.11689073389702,4.076764766254754
2023-01-06,5.139225426716249,4.095873531404299
2023-01-09,5.129403720108787,4.083334658760736
2023-01-10,5.121116617658782,4.075638703403135
2023-01-11,5.122240613576265,4.073705327132623
2023-01-12,5.109409224340231,4.060720195385335
2023-01-13,5.106332509847145,4.064307910309176
2023-01-17,5.111000903561383,4.068369432191811
2023-01-18,5.0854587636851,4.0375825963473355
2023-01-19,5.073795664940492,4.036076555637839
2023-01-20,5.0752684152512915,4.042086755225784
2023-01-23,5.070784638310937,4.0445801935822745
2023-01-24,5.080025100140616,4.049879101326355
2023-01-25,5.087263412161952,4.056135371405869
2023-01-26,5.077267892637354,4.054163946370928
2023-01-27,5.073736835855108,4.048887821461484
2023-01-30,5.072910953394749,4.051364313854173
2023-01-31,5.081956561704833,4.062515793077609
2023-02-01,5.0851091704553975,4.062678881399813
2023-02-02,5.0757979909705675,4.045410049027061
2023-02-03,5.070784638310937,4.0379169119418785
2023-02-06,5.086623443989599,4.043583443783645
2023-02-07,5.0851091704553975,4.041920206469357
2023-02-08,5.082774915639656,4.036076555637839
2023-02-09,5.092195217103316,4.034400775098181
2023-02-10,5.111795748168901,4.034400775098181
2023-02-13,5.120666647085131,4.050704506469022
2023-02-14,5.109352453558147,4.033897526609518
2023-02-15,5.1107168247154915,4.033897526609518
2023-02-16,5.107872142664243,4.027669088746011
2023-02-17,5.112249819129609,4.042752204393523
2023-02-21,5.1116821062572,4.037415295673987
2023-02-22,5.1113414709340885,4.04042089042187
2023-02-23,5.11241990477701,4.042253075314504
2023-02-24,5.110432757209349,4.0380840614647795
2023-02-27,5.110148608985927,4.037749734475343
2023-02-28,5.096526625394783,4.032553930470214
2023-03-01,5.083767535775991,4.021571341778854
2023-03-02,5.1020504209556234,4.036076555637839
2023-03-03,5.10106919467667,4.031377004283579
2023-03-06,5.103088650852686,4.046736293638156
2023-03-07,5.098119446137404,4.040920867539867
2023-03-08,5.100838145108353,4.041420728873121
2023-03-09,5.0932418509696715,4.031713535980022
2023-03-10,5.094579822365966,4.027500053173748
2023-03-13,5.104298203181299,4.0375825963473355
2023-03-14,5.103261414421536,4.041254002099738
2023-03-15,5.12096813790896,4.047895358182423
2023-03-16,5.120288402229696,4.053382924137643
2023-03-17,5.112439475175524,4.048728790064826
